source,id,confidence,n_load_bearing_walls,n_annotated_columns,n_derived_columns,n_columns,n_lines_x,n_lines_y,footprint_x,footprint_y,area,span_x_mean,span_x_min,span_x_max,span_x_std,span_y_mean,span_y_min,span_y_max,span_y_std,cols_per_karea,aspect_ratio,cov_x,cov_y,regularity,perimeter_cols,interior_cols,interior_ratio,span_ratio_xy
Swiss,356,verified,85,0,47,47,6,9,12.11,26.95,326.364,2.422,1.08,4.99,1.606,3.369,0.92,6.76,2.075,144.011,0.449,0.663,0.616,0.439,21,26,0.553,0.719
Swiss,40887,verified,31,0,57,57,7,10,12.03,24.82,298.585,2.005,1.56,2.84,0.422,2.758,0.76,7.91,2.021,190.901,0.485,0.21,0.733,0.515,25,32,0.561,0.727
Swiss,1402,verified,35,0,23,23,8,3,26.45,9.87,261.062,3.779,2.9,6.61,1.206,4.935,0.6,9.27,4.335,88.102,2.68,0.319,0.878,0.455,17,6,0.261,0.766
Swiss,1400,verified,216,12,36,40,13,8,26.68,14.22,379.39,2.223,1.35,3.15,0.705,2.031,0.01,5.14,1.926,105.433,1.876,0.317,0.948,0.441,16,24,0.6,1.094
Swiss,5643,verified,55,5,53,58,20,12,11.8,13.42,158.356,0.621,0.02,1.23,0.339,1.22,0.02,2.49,0.996,366.263,0.879,0.545,0.816,0.423,29,29,0.5,0.509
Swiss,5642,verified,30,6,11,13,5,6,10.34,13.96,144.346,2.585,2.21,2.98,0.274,2.792,0.01,5.81,2.588,90.061,0.741,0.106,0.927,0.492,9,4,0.308,0.926
Swiss,5697,verified,23,0,18,18,5,4,10.88,5.64,61.363,2.72,0.72,4.2,1.327,1.88,0.72,3.43,1.14,293.335,1.929,0.488,0.606,0.477,14,4,0.222,1.447
Swiss,8466,verified,90,0,24,24,6,4,10.42,10.38,108.16,2.084,0.2,4.43,1.644,3.46,0.33,5.08,2.214,221.894,1.004,0.789,0.64,0.412,16,8,0.333,0.602
Swiss,8467,verified,21,0,15,15,5,3,10.29,10.22,105.164,2.572,1.01,3.5,0.961,5.11,3.57,6.65,1.54,142.635,1.007,0.374,0.301,0.597,12,3,0.2,0.503
Swiss,3469,verified,56,0,27,27,5,7,10.75,32.8,352.6,2.688,0.8,4.87,1.741,5.467,1.18,8.26,3.072,76.574,0.328,0.648,0.562,0.453,16,11,0.407,0.492
Swiss,3470,verified,54,0,19,19,5,5,10.76,32.82,353.143,2.69,0.79,4.88,1.741,8.205,6.56,9.03,0.997,53.803,0.328,0.647,0.121,0.565,11,8,0.421,0.328
Swiss,3466,verified,58,0,28,28,9,4,32.89,10.81,355.541,4.111,1.2,8.28,2.947,3.603,0.76,5.11,2.012,78.753,3.043,0.717,0.558,0.44,16,12,0.429,1.141
Swiss,3467,verified,52,0,27,27,7,5,32.55,10.66,346.983,5.425,2.41,8.2,2.214,2.665,0.77,4.84,1.742,77.814,3.053,0.408,0.654,0.485,15,12,0.444,2.036
Swiss,3468,verified,31,7,23,28,13,9,32.33,10.63,343.668,2.694,0.03,6.51,1.99,1.329,0.01,5.34,1.643,81.474,3.041,0.739,1.236,0.336,7,21,0.75,2.028
Swiss,3471,verified,33,0,28,28,5,8,9.31,30.04,279.672,2.327,1.71,3.17,0.528,4.291,1.81,6.82,2.066,100.117,0.31,0.227,0.481,0.585,17,11,0.393,0.542
Swiss,8780,verified,146,0,4,4,2,2,1.04,6.25,6.5,1.04,1.04,1.04,0.0,6.25,6.25,6.25,0.0,615.385,0.166,0.0,0.0,1.0,4,0,0.0,0.166
Swiss,8779,verified,124,0,49,49,9,9,18.1,28.41,514.221,2.262,0.62,4.71,1.418,3.551,0.67,8.01,2.312,95.29,0.637,0.627,0.651,0.439,17,32,0.653,0.637
Swiss,8782,verified,134,0,41,41,8,9,18.28,28.53,521.528,2.611,0.85,4.29,1.189,3.566,0.53,9.52,3.278,78.615,0.641,0.455,0.919,0.421,16,25,0.61,0.732
Swiss,8783,verified,137,3,7,9,5,5,18.84,23.54,443.494,4.71,1.09,10.57,3.536,5.885,1.53,12.82,4.195,20.293,0.8,0.751,0.713,0.406,6,3,0.333,0.8
Swiss,8781,verified,121,0,39,39,8,8,17.42,28.2,491.244,2.489,0.77,4.56,1.334,4.029,0.6,7.94,2.86,79.39,0.618,0.536,0.71,0.445,15,24,0.615,0.618
Swiss,2866,verified,520,0,63,63,8,12,22.31,23.36,521.162,3.187,1.15,8.3,2.893,2.124,0.46,8.11,2.45,120.884,0.955,0.908,1.154,0.327,31,32,0.508,1.501
Swiss,2862,verified,96,0,20,20,6,4,16.1,11.4,183.54,3.22,1.31,6.71,2.005,3.8,0.68,6.25,2.323,108.968,1.412,0.623,0.611,0.448,16,4,0.2,0.847
Swiss,2851,verified,108,0,19,19,4,6,11.44,16.14,184.642,3.813,0.68,6.28,2.334,3.228,1.32,6.72,2.009,102.902,0.709,0.612,0.622,0.448,15,4,0.211,1.181
Swiss,2857,verified,75,0,17,17,4,5,11.42,16.14,184.319,3.807,0.68,6.27,2.33,4.035,1.32,6.76,2.71,92.232,0.708,0.612,0.672,0.438,14,3,0.176,0.943
Swiss,2863,verified,104,0,23,23,7,4,16.17,11.47,185.47,2.695,1.32,4.07,1.094,3.823,0.7,6.28,2.326,124.009,1.41,0.406,0.608,0.496,18,5,0.217,0.705
Swiss,2865,verified,48,0,45,45,6,10,22.3,23.36,520.928,4.46,1.15,8.3,2.764,2.596,0.64,8.13,2.578,86.384,0.955,0.62,0.993,0.383,24,21,0.467,1.718
Swiss,2861,verified,105,0,32,32,6,8,11.41,17.02,194.198,2.282,0.68,4.47,1.335,2.431,0.94,3.93,1.157,164.78,0.67,0.585,0.476,0.485,20,12,0.375,0.939
Swiss,2864,verified,108,0,17,17,5,4,16.03,11.42,183.063,4.008,1.31,6.7,2.688,3.807,0.68,6.26,2.327,92.864,1.404,0.671,0.611,0.438,14,3,0.176,1.053
Swiss,2852,verified,132,0,19,19,4,6,11.39,16.02,182.468,3.797,0.69,6.25,2.316,3.204,1.3,6.71,2.008,104.128,0.711,0.61,0.627,0.447,15,4,0.211,1.185
Swiss,8520,verified,103,0,65,65,10,10,19.93,26.22,522.565,2.214,0.56,4.3,1.104,2.913,0.75,7.04,1.914,124.387,0.76,0.499,0.657,0.464,23,42,0.646,0.76
Swiss,8519,verified,99,0,90,90,14,10,19.72,25.93,511.34,1.517,0.46,3.9,1.014,2.881,0.62,7.68,2.194,176.008,0.761,0.668,0.761,0.412,31,59,0.656,0.527
Swiss,8521,verified,157,2,112,114,17,15,17.98,25.25,453.995,1.124,0.23,3.5,0.713,1.804,0.42,5.3,1.316,251.104,0.712,0.634,0.73,0.423,31,83,0.728,0.623
Swiss,8604,verified,90,12,43,48,14,11,20.13,12.32,248.002,1.548,0.04,3.55,1.238,1.232,0.01,3.36,1.243,193.547,1.634,0.799,1.009,0.356,10,38,0.792,1.257
Swiss,8608,verified,133,22,109,109,7,20,12.51,47.47,593.85,2.085,1.31,3.49,0.678,2.498,1.29,4.9,1.228,183.548,0.264,0.325,0.491,0.551,34,75,0.688,0.835
Swiss,8623,verified,96,20,47,55,14,17,12.26,24.8,304.048,0.943,0.01,3.42,1.084,1.55,0.02,3.37,1.126,180.892,0.494,1.149,0.726,0.348,6,49,0.891,0.608
Swiss,8619,verified,92,0,71,71,5,17,10.71,48.01,514.187,2.677,1.45,3.69,0.969,3.001,1.31,4.97,1.246,138.082,0.223,0.362,0.415,0.563,29,42,0.592,0.892
Swiss,8607,verified,114,12,94,94,7,17,12.72,46.96,597.331,2.12,0.85,3.54,1.043,2.935,1.3,6.96,1.733,157.367,0.271,0.492,0.59,0.48,31,63,0.67,0.722
Swiss,8617,verified,150,25,113,113,7,20,12.38,46.89,580.498,2.063,1.31,3.41,0.652,2.468,1.26,4.66,1.087,194.66,0.264,0.316,0.44,0.569,37,76,0.673,0.836
Swiss,8610,verified,88,0,69,69,5,17,10.68,47.92,511.786,2.67,1.45,3.69,0.97,2.995,1.3,4.97,1.242,134.822,0.223,0.363,0.415,0.562,29,40,0.58,0.891
Swiss,8622,verified,17,0,9,9,3,3,19.54,7.16,139.906,9.77,9.75,9.79,0.02,3.58,0.91,6.25,2.67,64.329,2.729,0.002,0.746,0.572,8,1,0.111,2.729
Swiss,8611,verified,88,12,43,48,14,10,20.28,12.41,251.675,1.56,0.02,3.58,1.243,1.379,0.02,3.39,1.245,190.722,1.634,0.797,0.903,0.37,10,38,0.792,1.131
Swiss,8609,verified,112,17,81,81,6,18,11.75,47.08,553.19,2.35,1.3,3.66,1.005,2.769,1.26,6.19,1.399,146.423,0.25,0.428,0.505,0.517,27,54,0.667,0.849
Swiss,8616,verified,89,8,78,78,6,16,11.98,47.89,573.722,2.396,1.4,3.51,0.936,3.193,1.33,6.9,1.733,135.954,0.25,0.391,0.543,0.517,31,47,0.603,0.75
Swiss,8618,verified,112,17,85,85,6,19,11.75,47.08,553.19,2.35,1.29,3.66,1.009,2.616,1.3,4.87,1.235,153.654,0.25,0.429,0.472,0.526,29,56,0.659,0.898
Swiss,8620,verified,92,12,51,55,15,10,21.09,12.77,269.319,1.506,0.04,3.22,1.03,1.419,0.04,3.52,1.292,204.219,1.652,0.683,0.911,0.386,10,45,0.818,1.062
Swiss,8602,verified,90,12,43,47,13,10,20.12,12.18,245.062,1.677,0.06,3.54,1.205,1.353,0.01,3.39,1.246,191.789,1.652,0.718,0.921,0.379,10,37,0.787,1.239
Swiss,8612,verified,40,0,38,38,9,5,18.77,10.84,203.467,2.346,1.32,3.31,0.772,2.71,1.49,3.62,0.912,186.763,1.732,0.329,0.337,0.6,18,20,0.526,0.866
Swiss,8621,verified,38,0,38,38,9,5,18.7,10.76,201.212,2.338,1.34,3.27,0.776,2.69,1.45,3.59,0.928,188.856,1.738,0.332,0.345,0.596,18,20,0.526,0.869
Swiss,8624,verified,45,0,73,73,8,11,10.71,23.2,248.472,1.53,0.41,3.49,1.121,2.32,1.34,3.6,0.909,293.796,0.462,0.732,0.392,0.471,26,47,0.644,0.659
Swiss,8605,verified,39,0,38,38,9,5,18.76,10.86,203.734,2.345,1.32,3.31,0.786,2.715,1.5,3.62,0.915,186.518,1.727,0.335,0.337,0.598,18,20,0.526,0.864
Swiss,7161,verified,44,0,42,42,7,8,14.09,20.13,283.632,2.348,0.53,3.79,1.207,2.876,1.13,4.17,1.129,148.079,0.7,0.514,0.393,0.524,23,19,0.452,0.817
Swiss,4604,verified,24,0,15,15,4,4,25.06,6.81,170.659,8.353,4.6,11.65,2.896,2.27,0.57,3.53,1.248,87.895,3.68,0.347,0.55,0.527,12,3,0.2,3.68
Swiss,4601,verified,47,0,35,35,7,6,15.42,20.05,309.171,2.57,0.91,5.51,1.721,4.01,0.53,6.44,1.956,113.206,0.769,0.67,0.488,0.463,20,15,0.429,0.641
Swiss,7150,verified,17,0,12,12,4,3,25.05,6.74,168.837,8.35,4.65,11.67,2.878,3.37,0.55,6.19,2.82,71.074,3.717,0.345,0.837,0.458,10,2,0.167,2.478
Swiss,4603,verified,10,0,6,6,3,2,13.34,6.21,82.841,6.67,4.54,8.8,2.13,6.21,6.21,6.21,0.0,72.428,2.148,0.319,0.0,0.758,6,0,0.0,1.074
Swiss,4597,verified,34,0,31,31,5,8,13.42,14.14,189.759,3.355,1.41,4.55,1.174,2.02,0.7,3.5,0.843,163.365,0.949,0.35,0.417,0.566,20,11,0.355,1.661
Swiss,7162,verified,20,0,38,38,6,8,7.14,20.48,146.227,1.428,1.01,1.91,0.345,2.926,1.06,4.28,1.296,259.87,0.349,0.242,0.443,0.594,19,19,0.5,0.488
Swiss,4606,verified,48,0,45,45,6,9,13.51,20.18,272.632,2.702,1.29,3.79,1.078,2.522,0.5,6.02,2.107,165.058,0.669,0.399,0.835,0.448,26,19,0.422,1.071
Swiss,4600,verified,27,0,35,35,7,7,15.45,20.1,310.545,2.575,0.54,7.0,2.526,3.35,1.47,4.93,1.262,112.705,0.769,0.981,0.377,0.424,22,13,0.371,0.769
Swiss,7149,verified,12,0,6,6,3,2,10.14,7.07,71.69,5.07,2.64,7.5,2.43,7.07,7.07,7.07,0.0,83.694,1.434,0.479,0.0,0.676,6,0,0.0,0.717
Swiss,20404,verified,27,0,41,41,8,6,13.93,8.85,123.28,1.99,0.31,3.67,0.984,1.77,0.64,4.42,1.358,332.575,1.574,0.494,0.767,0.442,23,18,0.439,1.124
Swiss,20405,verified,24,0,22,22,5,6,13.19,13.93,183.737,3.298,2.32,4.1,0.691,2.786,0.72,5.9,1.91,119.737,0.947,0.21,0.686,0.528,16,6,0.273,1.184
Swiss,20407,verified,53,0,36,36,6,9,13.26,19.83,262.946,2.652,0.68,3.75,1.096,2.479,0.7,5.88,1.466,136.91,0.669,0.413,0.591,0.499,26,10,0.278,1.07
Swiss,20406,verified,29,0,57,57,7,10,10.49,19.68,206.443,1.748,0.66,3.18,0.947,2.187,0.36,4.61,1.375,276.105,0.533,0.542,0.629,0.461,26,31,0.544,0.8
Swiss,20408,verified,46,0,38,38,7,8,13.26,19.88,263.609,2.21,0.45,3.77,1.393,2.84,0.67,5.96,1.989,144.153,0.667,0.63,0.7,0.429,26,12,0.316,0.778
Swiss,4607,verified,29,0,32,32,6,7,13.43,20.12,270.212,2.686,1.31,3.79,0.993,3.353,1.61,5.99,1.891,118.426,0.667,0.37,0.564,0.517,22,10,0.312,0.801
Swiss,2966,verified,249,0,160,160,19,10,40.45,21.24,859.158,2.247,0.77,5.28,1.267,2.36,1.29,3.62,0.848,186.229,1.904,0.564,0.359,0.52,54,106,0.662,0.952
Swiss,2964,verified,238,0,147,147,17,10,40.45,21.24,859.158,2.528,1.19,5.28,1.289,2.36,1.3,3.61,0.83,171.098,1.904,0.51,0.352,0.537,50,97,0.66,1.071
Swiss,2965,verified,224,0,143,143,17,10,40.54,21.29,863.097,2.534,1.2,5.29,1.279,2.366,1.29,3.63,0.858,165.682,1.904,0.505,0.363,0.536,50,93,0.65,1.071
Swiss,2970,verified,321,0,89,89,13,22,67.21,102.14,6864.829,5.601,2.16,12.36,2.877,4.864,1.99,11.15,2.326,12.965,0.658,0.514,0.478,0.502,35,54,0.607,1.152
Swiss,2963,verified,250,0,134,134,17,9,40.39,21.21,856.672,2.524,1.24,5.26,1.286,2.651,1.29,5.15,1.236,156.419,1.904,0.509,0.466,0.506,48,86,0.642,0.952
Swiss,2968,verified,319,0,111,111,14,22,67.21,102.12,6863.485,5.17,2.16,7.96,2.003,4.863,1.98,11.15,2.326,16.173,0.658,0.387,0.478,0.536,37,74,0.667,1.063
Swiss,2969,verified,320,0,89,89,13,22,67.21,102.13,6864.157,5.601,2.16,12.36,2.875,4.863,1.98,11.15,2.328,12.966,0.658,0.513,0.479,0.502,35,54,0.607,1.152
Swiss,2971,verified,314,0,76,76,13,19,66.94,101.71,6808.467,5.578,2.86,10.09,2.185,5.651,2.11,11.21,2.096,11.163,0.658,0.392,0.371,0.567,30,46,0.605,0.987
Swiss,2967,verified,132,0,31,31,2,17,5.83,84.0,489.72,5.83,5.83,5.83,0.0,5.25,1.56,10.86,3.279,63.301,0.069,0.0,0.625,0.616,31,0,0.0,1.11
Swiss,41251,verified,93,0,47,47,13,4,29.04,13.55,393.492,2.42,1.3,3.59,0.915,4.517,1.84,5.86,1.893,119.443,2.143,0.378,0.419,0.556,25,22,0.468,0.536
Swiss,41252,verified,66,0,39,39,13,3,29.0,11.67,338.43,2.417,1.02,3.67,1.064,5.835,5.83,5.84,0.005,115.238,2.485,0.44,0.001,0.694,28,11,0.282,0.414
Swiss,5331,verified,106,0,47,47,9,8,15.58,36.85,574.123,1.948,0.74,5.09,1.323,5.264,1.46,8.36,2.623,81.864,0.423,0.679,0.498,0.459,13,34,0.723,0.37
Swiss,5342,verified,47,0,55,55,12,8,17.73,23.45,415.769,1.612,0.43,4.34,1.052,3.35,0.44,8.71,3.04,132.285,0.756,0.653,0.908,0.391,18,37,0.673,0.481
Swiss,5334,verified,104,0,61,61,11,9,15.49,37.14,575.299,1.549,0.66,5.11,1.369,4.642,1.56,8.38,2.433,106.032,0.417,0.884,0.524,0.415,18,43,0.705,0.334
Swiss,5329,verified,240,0,52,52,11,9,17.72,23.55,417.306,1.772,0.38,3.01,0.805,2.944,0.45,8.77,2.496,124.609,0.752,0.454,0.848,0.434,17,35,0.673,0.602
Swiss,5339,verified,65,0,44,44,13,4,39.97,11.05,441.668,3.331,1.09,8.13,2.077,3.683,1.23,5.51,1.803,99.622,3.617,0.624,0.489,0.473,26,18,0.409,0.904
Swiss,5327,verified,118,0,44,44,13,4,40.51,11.06,448.041,3.376,1.12,11.72,2.688,3.687,1.25,5.49,1.788,98.205,3.663,0.796,0.485,0.438,26,18,0.409,0.916
Swiss,5343,verified,235,0,49,49,12,7,17.87,23.4,418.158,1.625,0.38,4.26,1.021,3.9,1.2,8.84,3.017,117.181,0.764,0.629,0.773,0.416,17,32,0.653,0.417
Swiss,5328,verified,48,0,35,35,9,7,17.72,23.38,414.294,2.215,1.15,4.11,0.871,3.897,1.2,8.89,3.032,84.481,0.758,0.393,0.778,0.461,13,22,0.629,0.568
Swiss,5326,verified,52,0,41,41,12,4,40.52,11.14,451.393,3.684,1.12,11.72,2.941,3.713,1.26,5.54,1.803,90.83,3.637,0.798,0.485,0.438,25,16,0.39,0.992
Swiss,5330,verified,53,0,51,51,9,9,15.57,36.86,573.91,1.946,0.74,5.1,1.329,4.608,1.46,8.37,2.438,88.864,0.422,0.683,0.529,0.452,14,37,0.725,0.422
Swiss,5340,verified,130,0,44,44,13,4,39.97,11.06,442.068,3.331,1.09,8.13,2.079,3.687,1.24,5.51,1.798,99.532,3.614,0.624,0.488,0.473,26,18,0.409,0.903
Swiss,5333,verified,52,0,60,60,11,9,15.55,37.13,577.372,1.555,0.67,5.07,1.347,4.641,1.56,8.38,2.429,103.919,0.419,0.866,0.523,0.419,17,43,0.717,0.335
Swiss,5870,verified,87,0,23,23,7,6,15.56,21.57,335.629,2.593,0.92,4.83,1.46,4.314,1.19,8.78,2.858,68.528,0.721,0.563,0.663,0.449,11,12,0.522,0.601
Swiss,5871,verified,14,0,10,10,4,4,14.34,16.29,233.599,4.78,0.93,9.64,3.627,5.43,3.64,7.49,1.583,42.808,0.88,0.759,0.292,0.488,6,4,0.4,0.88
Swiss,5797,verified,40,0,51,51,9,10,14.58,21.51,313.616,1.822,0.47,3.76,1.085,2.39,0.4,5.11,1.526,162.619,0.678,0.595,0.639,0.448,25,26,0.51,0.763
Swiss,8028,verified,22,0,13,13,3,7,5.65,23.32,131.758,2.825,1.51,4.14,1.315,3.887,1.28,8.25,2.337,98.666,0.242,0.465,0.601,0.484,10,3,0.231,0.727
Swiss,2376,verified,108,0,40,40,8,7,16.84,17.55,295.542,2.406,0.34,5.26,2.076,2.925,1.43,5.36,1.481,135.345,0.96,0.863,0.506,0.422,18,22,0.55,0.822
Swiss,2389,verified,31,0,40,40,5,9,14.77,18.56,274.131,3.692,1.1,5.46,1.858,2.32,0.36,6.32,2.059,145.916,0.796,0.503,0.887,0.418,24,16,0.4,1.592
Swiss,2379,verified,19,0,27,27,5,8,15.52,17.44,270.669,3.88,0.32,8.98,3.468,2.491,0.43,5.83,1.876,99.753,0.89,0.894,0.753,0.378,14,13,0.481,1.557
Swiss,2383,verified,18,0,14,14,3,5,14.6,16.03,234.038,7.3,5.37,9.23,1.93,4.007,1.9,6.13,2.093,59.819,0.911,0.264,0.522,0.56,11,3,0.214,1.822
Swiss,2385,verified,44,0,28,28,5,7,14.52,21.86,317.407,3.63,1.54,5.37,1.749,3.643,0.64,7.74,2.517,88.215,0.664,0.482,0.691,0.46,14,14,0.5,0.996
Swiss,2387,verified,52,0,48,48,7,9,16.18,22.44,363.079,2.697,1.37,5.43,1.523,2.805,0.66,6.61,2.045,132.203,0.721,0.565,0.729,0.436,24,24,0.5,0.961
Swiss,7164,verified,88,0,44,44,7,8,16.72,15.18,253.81,2.787,0.53,6.69,2.342,2.169,0.95,4.34,1.113,173.358,1.101,0.84,0.513,0.425,22,22,0.5,1.285
Swiss,2386,verified,100,0,34,34,6,9,15.95,21.89,349.146,3.19,1.42,5.37,1.803,2.736,0.64,6.54,2.172,97.381,0.729,0.565,0.794,0.424,14,20,0.588,1.166
Swiss,2374,verified,160,0,41,41,7,8,16.85,15.25,256.963,2.808,0.99,5.37,1.475,2.179,0.97,4.35,1.126,159.556,1.105,0.525,0.517,0.49,22,19,0.463,1.289
Swiss,2373,verified,69,0,26,26,6,6,16.75,10.01,167.668,3.35,0.97,6.46,2.145,2.002,0.73,2.87,0.763,155.069,1.673,0.64,0.381,0.495,14,12,0.462,1.673
Swiss,2375,verified,52,0,42,42,8,6,16.44,15.26,250.874,2.349,0.51,6.99,2.375,3.052,0.68,5.32,1.91,167.414,1.077,1.011,0.626,0.379,22,20,0.476,0.77
Swiss,2378,verified,32,0,39,39,7,7,15.43,17.55,270.796,2.572,0.31,5.46,2.131,2.925,0.57,5.39,1.826,144.02,0.879,0.829,0.624,0.408,19,20,0.513,0.879
Swiss,41008,verified,85,0,50,50,8,8,16.89,15.17,256.221,2.413,0.64,6.57,2.171,2.167,0.99,4.31,1.1,195.144,1.113,0.9,0.508,0.415,23,27,0.54,1.113
Swiss,41009,verified,170,0,35,35,6,7,15.83,15.84,250.747,3.166,1.33,5.39,1.822,2.64,0.71,4.16,1.418,139.583,0.999,0.575,0.537,0.473,20,15,0.429,1.199
Swiss,41010,verified,32,0,41,41,5,9,14.4,15.79,227.376,3.6,1.51,5.33,1.744,1.974,0.64,4.18,1.339,180.318,0.912,0.485,0.679,0.462,23,18,0.439,1.824
Swiss,41011,verified,23,0,21,21,5,5,14.39,17.95,258.3,3.597,0.67,5.31,1.774,4.488,1.87,8.16,2.714,81.301,0.802,0.493,0.605,0.477,15,6,0.286,0.802
Swiss,42440,verified,64,3,43,46,13,9,24.83,21.86,542.784,2.069,0.01,5.83,2.106,2.732,0.21,7.16,2.095,84.748,1.136,1.018,0.767,0.359,18,28,0.609,0.757
Swiss,42438,verified,320,0,32,32,8,5,24.8,21.83,541.384,3.543,1.42,5.82,1.671,5.458,3.11,7.82,2.054,59.108,1.136,0.472,0.376,0.541,16,16,0.5,0.649
Swiss,42437,verified,74,0,76,76,11,9,24.88,21.9,544.872,2.488,0.43,4.5,1.498,2.738,0.66,6.55,1.814,139.482,1.136,0.602,0.663,0.442,29,47,0.618,0.909
Swiss,42439,verified,72,0,62,62,10,8,24.95,21.79,543.661,2.772,1.28,4.53,1.347,3.113,1.43,7.2,1.784,114.042,1.145,0.486,0.573,0.486,26,36,0.581,0.891
Swiss,42441,verified,21,19,4,21,19,20,35.51,17.22,611.482,1.973,0.07,5.14,2.27,0.906,0.05,7.46,1.845,34.343,2.062,1.15,2.036,0.239,5,16,0.762,2.177
Swiss,1867,verified,33,0,4,4,2,2,20.05,10.66,213.733,20.05,20.05,20.05,0.0,10.66,10.66,10.66,0.0,18.715,1.881,0.0,0.0,1.0,4,0,0.0,1.881
Swiss,6395,verified,151,0,97,97,8,15,15.74,55.14,867.904,2.249,1.25,4.37,1.073,3.939,2.79,6.47,1.072,111.764,0.285,0.477,0.272,0.572,29,68,0.701,0.571
Swiss,6396,verified,994,0,72,72,6,15,15.78,54.51,860.168,3.156,1.28,6.48,2.084,3.894,1.38,6.38,1.524,83.705,0.289,0.66,0.391,0.487,25,47,0.653,0.811
Swiss,43065,verified,129,0,54,54,11,6,22.24,17.42,387.421,2.224,0.86,3.78,1.048,3.484,0.77,7.16,2.257,139.383,1.277,0.471,0.648,0.472,28,26,0.481,0.638
Swiss,43070,verified,121,0,38,38,10,5,45.2,17.81,805.012,5.022,2.14,11.44,3.515,4.453,2.78,5.79,1.189,47.204,2.538,0.7,0.267,0.508,19,19,0.5,1.128
Swiss,43075,verified,122,0,38,38,10,5,45.21,17.81,805.19,5.023,2.14,11.44,3.517,4.453,2.78,5.79,1.189,47.194,2.538,0.7,0.267,0.508,19,19,0.5,1.128
Swiss,43064,verified,97,14,65,77,25,19,32.12,17.8,571.736,1.338,0.06,3.0,0.906,0.989,0.02,2.66,0.788,134.678,1.804,0.677,0.796,0.404,14,63,0.818,1.353
Swiss,43067,verified,106,0,46,46,11,6,33.85,17.89,605.576,3.385,0.9,11.43,2.759,3.578,1.52,5.94,1.728,75.961,1.892,0.815,0.483,0.435,17,29,0.63,0.946
Swiss,43069,verified,127,0,47,47,12,5,42.02,15.97,671.059,3.82,0.68,9.81,3.094,3.992,1.72,5.47,1.423,70.039,2.631,0.81,0.357,0.462,24,23,0.489,0.957
Swiss,43062,verified,83,2,65,67,12,12,30.33,16.7,506.511,2.757,0.02,5.17,1.493,1.518,0.09,3.89,1.088,132.277,1.816,0.542,0.717,0.443,24,43,0.642,1.816
Swiss,43074,verified,121,0,35,35,10,4,45.19,17.82,805.286,5.021,2.13,11.4,3.512,5.94,3.92,8.11,1.714,43.463,2.536,0.699,0.289,0.503,19,16,0.457,0.845
Swiss,43063,verified,138,0,60,60,11,7,22.24,15.56,346.054,2.224,0.84,3.79,1.057,2.593,0.77,4.42,1.25,173.383,1.429,0.475,0.482,0.511,30,30,0.5,0.858
Swiss,43590,verified,184,0,56,56,9,8,32.15,32.15,1033.622,4.019,0.7,7.93,2.971,4.593,1.57,10.52,2.994,54.178,1.0,0.739,0.652,0.418,29,27,0.482,0.875
Swiss,43593,verified,106,0,41,41,9,8,21.98,26.86,590.383,2.747,0.72,6.71,1.85,3.837,1.45,14.2,4.251,69.446,0.818,0.673,1.108,0.36,13,28,0.683,0.716
Swiss,43061,verified,54,9,45,54,17,18,35.67,17.23,614.594,2.229,0.03,4.01,1.35,1.014,0.03,2.76,0.861,87.863,2.07,0.605,0.85,0.407,11,43,0.796,2.2
Swiss,43060,verified,46,19,53,61,17,16,35.24,16.09,567.012,2.202,0.07,4.88,1.513,1.073,0.1,2.48,0.731,107.582,2.19,0.687,0.681,0.422,14,47,0.77,2.053
Swiss,43073,verified,53,6,34,39,15,9,39.27,11.68,458.674,2.805,1.0,7.2,1.827,1.46,0.08,3.3,1.01,85.028,3.362,0.651,0.692,0.427,21,18,0.462,1.921
Swiss,43068,verified,52,6,32,38,15,10,40.87,11.72,478.996,2.919,0.92,6.24,1.781,1.302,0.09,3.15,0.959,79.333,3.487,0.61,0.736,0.426,19,19,0.5,2.242
Swiss,43077,verified,46,6,32,38,14,11,40.87,11.7,478.179,3.144,0.93,6.19,1.979,1.17,0.09,3.14,0.968,79.468,3.493,0.63,0.827,0.407,18,20,0.526,2.687
Swiss,6234,verified,86,0,52,52,9,8,19.78,17.26,341.403,2.472,0.98,4.02,0.995,2.466,0.89,5.28,1.399,152.313,1.146,0.403,0.567,0.508,19,33,0.635,1.003
Swiss,6284,verified,78,2,85,86,12,12,27.28,14.72,401.562,2.48,0.55,4.6,1.277,1.338,0.47,3.14,0.672,214.164,1.853,0.515,0.502,0.496,28,58,0.674,1.853
Swiss,6240,verified,84,2,86,87,12,13,27.29,16.23,442.917,2.481,0.56,4.59,1.268,1.352,0.47,3.15,0.642,196.425,1.681,0.511,0.475,0.504,26,61,0.701,1.834
Swiss,6235,verified,44,0,49,49,9,8,19.82,17.25,341.895,2.478,0.98,4.02,0.99,2.464,0.88,5.32,1.857,143.319,1.149,0.4,0.753,0.464,18,31,0.633,1.005
Swiss,6236,verified,58,0,67,67,11,10,19.77,17.39,343.8,1.977,0.73,3.15,0.807,1.932,0.7,5.29,1.426,194.881,1.137,0.408,0.738,0.466,24,43,0.642,1.023
Swiss,6287,verified,36,0,54,54,8,9,14.84,22.01,326.628,2.12,0.87,3.84,0.952,2.751,1.0,7.01,1.84,165.325,0.674,0.449,0.669,0.472,24,30,0.556,0.771
